participant,setup,user_id,condition,group,round,phase,isPareto,route,endedAt,driveDurationS,durationInclSurveyS,avgSpeedKmh,maxSpeedKmh,collisions,maxStuckS,energyKwh100km,avgEcoScore,taskLoad,acceptance,size_leaf_norm,size_score_norm,size_feedback_norm,size_speed_norm,size_accel_norm,size_labels_norm,opacity_norm,tlxMental,tlxDistraction,accInformed,accPleasant,accGlance,size_leaf_phys,size_score_phys,size_feedback_phys,size_speed_phys,size_accel_phys,size_labels_phys,opacity_phys,visible_leaf,visible_score,visible_feedback,visible_accel,visible_labels,speed_alpha
P11,desk,11,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,11:22:23,33,89.7,29.1,50.3,1,0.0,42.02,48.0,5.0,95.0,0.9616,0.2819,0.3471,0.0925,0.7823,0.4875,0.9117,5.0,5.0,95.0,95.0,95.0,1.2501,0.3665,0.4512,0.6647,1.017,0.6338,0.9205,True,False,False,True,True,0.9205
P11,desk,11,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,11:23:28,27,65.1,20.5,45.4,5,0.0,40.09,37.5,52.5,38.3,0.7764,0.2636,0.5309,0.3147,0.4964,0.6921,0.324,55.0,50.0,25.0,45.0,45.0,1.0093,0.3427,0.6902,0.8203,0.6453,0.8997,0.3916,True,False,True,True,True,0.4
P11,desk,11,v1,Study,13,sampling,False,R1 215m Draycott Place,11:24:38,22,69.9,33.6,53.4,1,0.0,40.69,43.6,12.5,81.7,0.0542,0.3045,0.1055,0.705,0.6401,0.3049,0.5122,10.0,15.0,60.0,90.0,95.0,0.0705,0.3958,0.1371,1.0935,0.8321,0.3964,0.561,False,False,False,True,False,0.561
P11,desk,11,v1,Study,14,sampling,False,R2 165m Cliveden Place,11:25:15,13,36.6,41.8,54.4,0,0.0,45.81,55.9,5.0,95.0,0.9422,0.0125,0.3872,0.8257,0.723,0.1948,0.999,5.0,5.0,95.0,95.0,95.0,1.2249,0.0163,0.5034,1.178,0.9399,0.2532,0.9991,True,False,False,True,False,0.9991
P11,desk,11,v1,Study,15,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,11:26:41,49,85.6,20.1,52.7,0,0.0,39.68,32.9,5.0,86.7,0.2497,0.0937,0.2802,0.6363,0.9164,0.6147,0.6272,5.0,5.0,70.0,95.0,95.0,0.3246,0.1218,0.3643,1.0454,1.1913,0.7991,0.6645,False,False,False,True,True,0.6645
P11,desk,11,v1,Study,16,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,11:30:27,88,128.6,7.5,46.4,6,0.0,40.08,49.8,5.0,73.3,0.4119,0.7693,0.1495,0.1115,0.8589,0.0,0.568,5.0,5.0,60.0,65.0,95.0,0.5355,1.0001,0.1943,0.6781,1.1166,0.0,0.6112,False,True,False,True,False,0.6112
P11,desk,11,v1,Study,17,optimization,True,R1 215m Draycott Place,11:33:10,24,47.3,31.7,53.5,0,0.0,37.6,61.2,5.0,95.0,1.0,0.3069,0.2992,0.0811,1.0,0.0712,1.0,5.0,5.0,95.0,95.0,95.0,1.3,0.399,0.389,0.6568,1.3,0.0926,1.0,True,False,False,True,False,1.0
P11,desk,11,v1,Study,18,optimization,False,R2 165m Cliveden Place,11:36:13,28,74.9,20.9,53.0,3,0.0,64.61,66.7,10.0,95.0,0.1517,0.7346,0.3247,0.7822,1.0,0.0,0.6976,5.0,15.0,95.0,95.0,95.0,0.1972,0.955,0.4221,1.1475,1.3,0.0,0.7278,False,True,False,True,False,0.7278
P11,desk,11,v1,Study,19,optimization,False,R3 283m Basil Street → Hans Road → Brompton Road,11:39:49,43,69.6,22.8,52.4,0,0.0,41.65,40.6,5.0,95.0,1.0,0.6869,0.3305,0.7588,0.8079,0.606,0.7799,5.0,5.0,95.0,95.0,95.0,1.3,0.893,0.4297,1.1312,1.0503,0.7878,0.8019,True,True,False,True,True,0.8019
P11,desk,11,v1,Study,20,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,11:43:18,34,66.6,16.3,46.2,2,0.0,49.89,55.7,5.0,65.0,0.4114,0.3079,0.1024,0.1163,0.8247,1.0,1.0,5.0,5.0,25.0,75.0,95.0,0.5348,0.4003,0.1331,0.6814,1.0721,1.3,1.0,False,False,False,True,True,1.0
P11,desk,11,v1,Study,21,finaldesign,,R1 215m Draycott Place,11:43:53,20,35.4,36.5,53.7,0,0.0,38.04,62.6,0.0,96.7,1.0,0.307,0.299,0.081,1.0,0.071,1.0,0.0,0.0,100.0,100.0,90.0,1.3,0.3991,0.3887,0.6567,1.3,0.0923,1.0,True,False,False,True,False,1.0
P12,desk,12,v1,Study,1,sampling,False,R1 215m Draycott Place,14:25:56,39,115.3,19.0,41.0,1,0.0,31.63,58.9,40.0,60.0,0.8301,0.5224,0.7065,0.9781,0.9471,0.542,0.1839,20.0,60.0,65.0,70.0,45.0,1.0791,0.6791,0.9185,1.2847,1.2312,0.7046,0.2655,True,True,True,True,True,0.4
P12,desk,12,v1,Study,2,sampling,False,R2 165m Cliveden Place,14:26:44,26,48.2,22.1,41.5,0,0.0,27.53,68.3,77.5,23.3,0.109,0.3375,0.9707,0.397,0.9498,0.9545,0.277,80.0,75.0,30.0,20.0,20.0,0.1417,0.4388,1.2619,0.8779,1.2347,1.2409,0.3493,False,False,True,True,True,0.4
P12,desk,12,v1,Study,3,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,14:28:24,77,100.0,13.4,41.7,7,0.0,27.06,44.8,12.5,83.3,0.5204,0.0219,0.2557,0.8425,0.6694,0.4286,0.4701,25.0,0.0,65.0,100.0,85.0,0.6765,0.0285,0.3324,1.1898,0.8702,0.5572,0.5231,True,False,False,True,False,0.5231
P12,desk,12,v1,Study,4,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,14:30:05,81,100.6,20.2,50.6,13,0.0,32.64,41.8,70.0,48.3,0.6986,0.5885,0.6391,0.8887,0.5837,0.535,0.9125,70.0,70.0,80.0,25.0,40.0,0.9082,0.7651,0.8308,1.2221,0.7588,0.6955,0.9213,True,True,True,True,True,0.9213
P12,desk,12,v1,Study,5,sampling,False,R1 215m Draycott Place,14:30:57,28,52.2,27.3,51.8,0,0.0,45.39,48.9,0.0,91.7,0.5063,0.3911,0.0098,0.4853,0.359,0.7917,0.3066,0.0,0.0,75.0,100.0,100.0,0.6582,0.5084,0.0127,0.9397,0.4667,1.0292,0.3759,True,False,False,False,True,0.4
P12,desk,12,v1,Study,6,sampling,False,R2 165m Cliveden Place,14:31:36,16,39.1,35.9,52.5,0,0.0,34.24,65.9,90.0,63.3,0.1404,0.5594,0.7797,0.3805,0.5489,0.204,0.3614,85.0,95.0,100.0,20.0,70.0,0.1825,0.7272,1.0136,0.8663,0.7136,0.2652,0.4253,False,True,True,True,False,0.4253
P12,desk,12,v1,Study,7,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,14:32:26,32,50.1,31.2,45.7,2,0.0,30.43,64.2,20.0,85.0,0.5478,0.3731,0.0199,0.9206,0.9429,0.9183,0.7493,20.0,20.0,75.0,95.0,85.0,0.7121,0.485,0.0259,1.2444,1.2258,1.1938,0.7744,True,False,False,True,True,0.7744
P12,desk,12,v1,Study,8,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,14:33:26,36,59.2,16.5,48.2,7,0.0,45.36,36.7,0.0,100.0,0.2914,0.2867,0.2745,0.9692,0.3585,0.2095,0.3944,0.0,0.0,100.0,100.0,100.0,0.3788,0.3727,0.3569,1.2784,0.4661,0.2723,0.455,False,False,False,False,False,0.455
P12,desk,12,v1,Study,9,sampling,False,R1 215m Draycott Place,14:34:02,18,36.4,42.1,53.6,0,0.0,37.72,57.3,30.0,75.0,0.8793,0.8883,0.1575,0.6508,0.5839,0.4279,0.1666,30.0,30.0,100.0,75.0,50.0,1.1431,1.1548,0.2048,1.0556,0.7591,0.5563,0.2499,True,True,False,True,False,0.4
P12,desk,12,v1,Study,10,sampling,False,R2 165m Cliveden Place,14:34:35,15,33.2,37.7,53.4,0,0.0,34.29,63.7,67.5,73.3,0.9528,0.3601,0.7523,0.8554,0.4802,0.8453,0.124,35.0,100.0,100.0,70.0,50.0,1.2386,0.4681,0.978,1.1988,0.6243,1.0989,0.2116,True,False,True,True,True,0.4
P12,desk,12,v1,Study,11,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,14:35:24,28,48.3,35.5,52.3,1,0.0,29.79,61.9,30.0,81.7,0.423,0.6277,0.3356,0.6115,0.8783,0.0038,0.3374,30.0,30.0,90.0,80.0,75.0,0.5499,0.816,0.4363,1.0281,1.1418,0.0049,0.4037,False,True,False,True,False,0.4037
P12,desk,12,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,14:36:02,18,38.2,32.6,47.7,8,0.0,43.41,60.5,85.0,45.0,0.4372,0.7725,0.6201,0.0487,0.4256,0.257,0.8772,80.0,90.0,85.0,25.0,25.0,0.5684,1.0043,0.8061,0.6341,0.5533,0.3341,0.8895,False,True,True,False,False,0.8895
P12,desk,12,v1,Study,13,sampling,False,R1 215m Draycott Place,14:36:38,22,35.8,34.3,46.5,0,0.0,33.5,78.2,22.5,80.0,0.4971,0.7166,0.1846,0.1655,0.6437,0.5564,0.6385,25.0,20.0,80.0,75.0,85.0,0.6462,0.9316,0.24,0.7158,0.8368,0.7233,0.6746,True,True,False,True,True,0.6746
P12,desk,12,v1,Study,14,sampling,False,R2 165m Cliveden Place,14:37:34,14,56.6,39.4,53.4,0,0.0,37.51,59.7,77.5,33.3,0.7908,0.1639,0.7382,0.7406,0.1116,0.6703,0.3907,75.0,80.0,90.0,5.0,5.0,1.028,0.2131,0.9597,1.1184,0.1451,0.8714,0.4516,True,False,True,False,True,0.4516
P12,desk,12,v1,Study,15,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,14:38:26,38,51.0,25.4,43.2,4,0.0,26.3,57.9,25.0,86.7,0.7756,0.5449,0.1274,0.1119,0.1453,0.421,0.1615,25.0,25.0,80.0,90.0,90.0,1.0083,0.7084,0.1656,0.6783,0.1889,0.5473,0.2454,True,True,False,False,False,0.4
P12,desk,12,v1,Study,16,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,14:40:52,23,49.7,24.1,38.1,3,0.0,41.63,44.8,0.0,100.0,0.1681,0.1961,0.0933,1.0,0.1752,0.2574,0.3866,0.0,0.0,100.0,100.0,100.0,0.2185,0.2549,0.1213,1.3,0.2278,0.3346,0.4479,False,False,False,False,False,0.4479
P12,desk,12,v1,Study,17,optimization,False,R1 215m Draycott Place,14:43:06,23,35.4,31.9,52.9,0,0.0,33.54,50.3,0.0,100.0,0.2349,0.2059,0.1727,0.6855,0.3279,0.1434,0.2257,0.0,0.0,100.0,100.0,100.0,0.3054,0.2677,0.2245,1.0798,0.4263,0.1864,0.3031,False,False,False,False,False,0.4
P12,desk,12,v1,Study,18,optimization,False,R2 165m Cliveden Place,14:45:12,24,40.1,23.8,50.3,0,0.0,36.68,75.1,0.0,100.0,0.3694,0.2698,0.1434,1.0,0.2933,0.5763,0.3409,0.0,0.0,100.0,100.0,100.0,0.4802,0.3507,0.1864,1.3,0.3813,0.7492,0.4068,False,False,False,False,True,0.4068
P12,desk,12,v1,Study,19,optimization,True,R3 283m Basil Street → Hans Road → Brompton Road,14:47:30,30,44.8,32.7,48.9,6,0.0,31.81,73.5,0.0,100.0,0.0,0.3594,0.3106,1.0,0.2747,0.3847,0.1397,0.0,0.0,100.0,100.0,100.0,0.0,0.4672,0.4038,1.3,0.3571,0.5001,0.2257,False,False,False,False,False,0.4
P12,desk,12,v1,Study,20,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,14:50:01,20,59.3,30.2,44.6,8,0.0,34.19,56.9,10.0,75.0,0.0,0.5731,0.0,0.5002,0.4157,0.0025,0.4067,5.0,15.0,90.0,60.0,75.0,0.0,0.745,0.0,0.9501,0.5404,0.0033,0.466,False,True,False,False,False,0.466
P12,desk,12,v1,Study,21,finaldesign,,R1 215m Draycott Place,14:50:37,27,36.5,27.8,46.8,0,0.0,36.54,59.7,0.0,100.0,0.0,0.359,0.311,1.0,0.275,0.385,0.14,0.0,0.0,100.0,100.0,100.0,0.0,0.4667,0.4043,1.3,0.3575,0.5005,0.226,False,False,False,False,False,0.4
P13,desk,13,v1,Study,1,sampling,False,R1 215m Draycott Place,15:01:58,16,83.3,45.9,53.6,1,0.0,37.87,54.0,77.5,73.3,0.229,0.4574,0.6023,0.1565,0.4496,0.6435,0.6009,75.0,80.0,70.0,75.0,75.0,0.2977,0.5946,0.783,0.7096,0.5845,0.8366,0.6408,False,False,True,False,True,0.6408
P13,desk,13,v1,Study,2,sampling,False,R2 165m Cliveden Place,15:03:16,34,78.0,16.8,54.2,0,0.0,43.59,78.9,17.5,71.7,0.8946,0.9531,0.7645,0.5604,0.8291,0.0518,0.5443,30.0,5.0,65.0,80.0,70.0,1.163,1.239,0.9939,0.9923,1.0778,0.0673,0.5899,True,True,True,True,False,0.5899
P13,desk,13,v1,Study,3,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,15:05:23,93,126.5,19.3,53.0,4,0.0,36.18,39.6,15.0,80.0,0.7683,0.9691,0.5864,0.3677,0.3819,0.4537,0.4845,25.0,5.0,75.0,80.0,85.0,0.9988,1.2598,0.7623,0.8574,0.4965,0.5898,0.5361,True,True,True,False,False,0.5361
P13,desk,13,v1,Study,4,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,15:06:20,37,57.7,14.6,47.6,3,0.0,42.85,55.9,10.0,83.3,0.9351,0.7031,0.3239,0.3212,0.1664,0.8187,0.3472,15.0,5.0,75.0,90.0,85.0,1.2156,0.914,0.4211,0.8248,0.2163,1.0643,0.4125,True,True,False,False,True,0.4125
P13,desk,13,v1,Study,5,sampling,False,R1 215m Draycott Place,15:07:06,20,45.7,37.1,53.9,0,0.0,32.54,58.6,10.0,81.7,0.1174,0.0452,0.0239,0.4104,0.0073,0.8734,0.4407,10.0,10.0,75.0,85.0,85.0,0.1526,0.0588,0.0311,0.8873,0.0095,1.1354,0.4966,False,False,False,False,True,0.4966
P13,desk,13,v1,Study,6,sampling,False,R2 165m Cliveden Place,15:07:36,16,30.1,34.4,54.3,0,0.0,45.14,62.3,7.5,83.3,0.4646,0.7817,0.7161,0.0666,0.9485,0.8702,0.466,10.0,5.0,85.0,85.0,80.0,0.604,1.0162,0.9309,0.6466,1.233,1.1313,0.5194,True,True,True,True,True,0.5194
P13,desk,13,v1,Study,7,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,15:08:51,60,74.4,17.0,52.7,9,0.0,38.87,32.6,12.5,90.0,0.7948,0.5234,0.695,0.7473,0.3602,0.384,0.2482,10.0,15.0,95.0,90.0,85.0,1.0332,0.6804,0.9035,1.1231,0.4683,0.4992,0.3234,True,True,True,False,False,0.4
P13,desk,13,v1,Study,8,sampling,True,R7 170m Astell Street → Burnsall Street → King's Road,15:09:49,38,58.3,14.7,44.9,3,0.0,51.24,36.7,10.0,88.3,0.6177,0.5399,0.7906,0.59,0.5978,0.9414,0.9031,10.0,10.0,100.0,75.0,90.0,0.803,0.7019,1.0278,1.013,0.7771,1.2238,0.9128,True,True,True,True,True,0.9128
P13,desk,13,v1,Study,9,sampling,True,R1 215m Draycott Place,15:10:22,19,32.5,40.1,53.5,0,0.0,39.48,57.1,12.5,91.7,0.8414,0.1489,0.2808,0.0606,0.8442,0.9069,0.2809,10.0,15.0,90.0,95.0,90.0,1.0938,0.1936,0.365,0.6424,1.0975,1.179,0.3528,True,False,False,True,True,0.4
P13,desk,13,v1,Study,10,sampling,False,R2 165m Cliveden Place,15:10:55,15,33.4,38.2,54.4,0,0.0,44.43,58.2,5.0,85.0,0.2445,0.2095,0.0407,0.2641,0.339,0.2371,0.591,10.0,0.0,85.0,85.0,85.0,0.3179,0.2723,0.0529,0.7849,0.4407,0.3082,0.6319,False,False,False,False,False,0.6319
P13,desk,13,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,15:11:46,31,50.4,31.9,52.7,5,0.0,42.97,55.8,7.5,90.0,0.3396,0.276,0.9464,0.5122,0.1855,0.5441,0.6773,10.0,5.0,90.0,90.0,90.0,0.4415,0.3588,1.2303,0.9585,0.2412,0.7073,0.7096,False,False,True,False,True,0.7096
P13,desk,13,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,15:12:23,25,37.1,21.9,47.4,2,0.0,48.08,42.9,10.0,86.7,0.27,0.7377,0.3029,0.4372,0.383,0.2578,0.1105,10.0,10.0,90.0,85.0,85.0,0.351,0.959,0.3938,0.906,0.4979,0.3351,0.1995,False,True,False,False,False,0.4
P13,desk,13,v1,Study,13,sampling,False,R1 215m Draycott Place,15:13:01,17,37.8,43.4,53.7,0,0.0,38.56,56.1,12.5,86.7,0.0906,0.0244,0.7533,0.7515,0.9488,0.6025,0.5086,10.0,15.0,85.0,85.0,90.0,0.1178,0.0317,0.9793,1.126,1.2334,0.7833,0.5577,False,False,True,True,True,0.5577
P13,desk,13,v1,Study,14,sampling,False,R2 165m Cliveden Place,15:13:30,15,29.3,36.6,54.4,0,0.0,43.95,59.5,7.5,90.0,0.2255,0.2007,0.6707,0.5926,0.8698,0.7001,0.2368,5.0,10.0,90.0,90.0,90.0,0.2932,0.2609,0.8719,1.0148,1.1307,0.9101,0.3131,False,False,True,True,True,0.4
P13,desk,13,v1,Study,15,sampling,True,R3 283m Basil Street → Hans Road → Brompton Road,15:14:25,43,55.0,22.7,53.1,3,0.0,31.12,41.5,5.0,90.0,0.7975,0.6748,0.3428,0.0916,0.0566,0.221,0.1053,5.0,5.0,90.0,90.0,90.0,1.0368,0.8772,0.4456,0.6641,0.0736,0.2873,0.1948,True,True,False,False,False,0.4
P13,desk,13,v1,Study,16,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,15:16:24,19,33.2,28.8,49.1,5,0.0,42.03,50.1,12.5,88.3,0.0913,0.2981,0.1682,0.7281,0.2422,0.3505,0.1489,10.0,15.0,90.0,90.0,85.0,0.1187,0.3875,0.2187,1.1097,0.3149,0.4556,0.234,False,False,False,False,False,0.4
P13,desk,13,v1,Study,17,optimization,True,R1 215m Draycott Place,15:18:28,17,31.2,43.8,53.6,0,0.0,27.28,51.5,7.5,90.0,0.4304,0.13,1.0,0.7143,0.3863,0.7416,0.6457,5.0,10.0,90.0,85.0,95.0,0.5595,0.169,1.3,1.1,0.5022,0.9641,0.6811,False,False,True,False,True,0.6811
P13,desk,13,v1,Study,18,optimization,True,R2 165m Cliveden Place,15:20:57,14,31.9,40.0,54.3,0,0.0,45.11,56.6,7.5,90.0,0.657,0.3448,0.9069,0.8027,0.3581,0.7408,0.8903,10.0,5.0,90.0,95.0,85.0,0.8541,0.4482,1.179,1.1619,0.4655,0.963,0.9013,True,False,True,False,True,0.9013
P13,desk,13,v1,Study,19,optimization,False,R3 283m Basil Street → Hans Road → Brompton Road,15:24:24,46,61.4,22.3,51.4,6,0.0,49.97,37.8,12.5,91.7,0.4195,0.111,0.1871,0.6364,0.3003,0.8023,0.9087,15.0,10.0,90.0,95.0,90.0,0.5454,0.1443,0.2432,1.0455,0.3904,1.043,0.9178,False,False,False,False,True,0.9178
P13,desk,13,v1,Study,20,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,15:27:49,32,44.9,17.8,41.9,3,0.0,48.59,36.3,12.5,91.7,0.3473,0.2796,0.6042,0.6411,0.9948,1.0,0.8919,10.0,15.0,95.0,90.0,90.0,0.4515,0.3635,0.7855,1.0488,1.2932,1.3,0.9027,False,False,True,True,True,0.9027
P13,desk,13,v1,Study,21,finaldesign,,R1 215m Draycott Place,15:28:33,26,44.1,29.3,53.4,0,0.0,38.17,68.5,5.0,85.0,0.798,0.675,0.343,0.092,0.057,0.221,0.105,5.0,5.0,80.0,85.0,90.0,1.0374,0.8775,0.4459,0.6644,0.0741,0.2873,0.1945,True,True,False,False,False,0.4
P14,desk,14,v1,Study,1,sampling,False,R1 215m Draycott Place,16:30:52,152,397.0,5.0,41.6,0,0.0,27.64,67.7,32.5,33.3,0.1209,0.2341,0.0844,0.9269,0.5569,0.7326,0.5881,50.0,15.0,25.0,25.0,50.0,0.1572,0.3043,0.1097,1.2488,0.724,0.9524,0.6293,False,False,False,True,True,0.6293
P14,desk,14,v1,Study,2,sampling,True,R2 165m Cliveden Place,16:32:23,61,91.3,9.6,33.2,0,0.0,21.99,55.3,17.5,66.7,0.4707,0.0709,0.1253,0.212,0.3962,0.6825,0.4726,10.0,25.0,70.0,65.0,65.0,0.6119,0.0922,0.1629,0.7484,0.5151,0.8872,0.5253,True,False,False,False,True,0.5253
P14,desk,14,v1,Study,3,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,16:34:34,90,131.0,11.0,34.3,1,0.0,22.22,44.1,25.0,51.7,0.8991,0.0103,0.326,0.3026,0.7206,0.2315,0.006,35.0,15.0,40.0,55.0,60.0,1.1688,0.0134,0.4238,0.8118,0.9368,0.301,0.1054,True,False,False,True,False,0.4
P14,desk,14,v1,Study,4,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,16:37:14,129,159.5,6.9,39.1,21,0.0,30.35,33.9,55.0,50.0,0.1177,0.9296,0.0946,0.8003,0.6413,0.2563,0.5048,60.0,50.0,60.0,30.0,60.0,0.153,1.2085,0.123,1.1602,0.8337,0.3332,0.5543,False,True,False,True,False,0.5543
P14,desk,14,v1,Study,5,sampling,False,R1 215m Draycott Place,16:38:47,56,92.6,13.5,34.3,0,0.0,22.53,44.2,40.0,55.0,0.0572,0.4082,0.601,0.0425,0.2148,0.1241,0.0747,35.0,45.0,70.0,55.0,40.0,0.0744,0.5307,0.7813,0.6298,0.2792,0.1613,0.1672,False,False,True,False,False,0.4
P14,desk,14,v1,Study,6,sampling,False,R2 165m Cliveden Place,16:39:36,22,48.8,25.5,41.3,0,0.0,29.56,79.5,60.0,66.7,0.7538,0.5981,0.3072,0.9708,0.2932,0.2289,0.7662,60.0,60.0,70.0,65.0,65.0,0.9799,0.7775,0.3994,1.2796,0.3812,0.2976,0.7896,True,True,False,False,False,0.7896
P14,desk,14,v1,Study,7,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,16:41:27,47,110.9,21.1,38.4,2,0.0,23.06,62.5,50.0,65.0,0.1464,0.9023,0.5094,0.9327,0.9737,0.7607,0.4723,50.0,50.0,65.0,65.0,65.0,0.1903,1.173,0.6622,1.2529,1.2658,0.9889,0.5251,False,True,True,True,True,0.5251
P14,desk,14,v1,Study,8,sampling,True,R7 170m Astell Street → Burnsall Street → King's Road,16:43:21,64,114.8,9.8,34.7,7,0.0,21.9,44.1,15.0,25.0,0.6771,0.6061,0.0009,0.3203,0.7145,0.0911,0.6628,15.0,15.0,20.0,25.0,30.0,0.8802,0.7879,0.0012,0.8242,0.9289,0.1184,0.6965,True,True,False,True,False,0.6965
P14,desk,14,v1,Study,9,sampling,True,R1 215m Draycott Place,16:44:28,37,66.3,20.7,33.9,0,0.0,18.58,71.2,62.5,65.0,0.2486,0.1924,0.6874,0.5876,0.7441,0.5038,0.5925,60.0,65.0,80.0,45.0,70.0,0.3232,0.2501,0.8936,1.0113,0.9673,0.6549,0.6332,False,False,True,True,True,0.6332
P14,desk,14,v1,Study,10,sampling,True,R2 165m Cliveden Place,16:45:15,24,47.3,23.7,36.6,0,0.0,25.67,72.8,30.0,65.0,0.8648,0.5797,0.0698,0.3208,0.232,0.5453,0.6235,30.0,30.0,55.0,75.0,65.0,1.1242,0.7536,0.0907,0.8246,0.3016,0.7089,0.6612,True,True,False,False,True,0.6612
P14,desk,14,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,16:46:48,63,92.9,16.4,48.0,7,0.0,28.76,51.8,35.0,10.0,0.1157,0.1293,0.2337,0.4221,0.9053,0.8362,0.5291,30.0,40.0,0.0,30.0,0.0,0.1504,0.1681,0.3038,0.8955,1.1769,1.0871,0.5762,False,False,False,True,True,0.5762
P14,desk,14,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,16:48:17,52,89.3,13.6,33.6,7,0.0,25.52,44.7,30.0,38.3,0.4788,0.8077,0.7265,0.1072,0.6372,0.5695,0.0302,35.0,25.0,60.0,35.0,20.0,0.6224,1.05,0.9445,0.675,0.8284,0.7404,0.1272,True,True,True,True,True,0.4
P14,desk,14,v1,Study,13,sampling,True,R1 215m Draycott Place,16:50:10,36,112.5,21.0,33.5,0,0.0,18.84,67.7,25.0,60.0,0.4286,0.7694,0.1722,0.4402,0.5101,0.4501,0.0245,30.0,20.0,70.0,55.0,55.0,0.5572,1.0002,0.2239,0.9081,0.6631,0.5851,0.1221,False,True,False,True,False,0.4
P14,desk,14,v1,Study,14,sampling,False,R2 165m Cliveden Place,16:51:39,24,88.4,24.2,36.0,0,0.0,24.69,72.9,30.0,63.3,0.0297,0.4823,0.3297,0.4252,0.9975,0.4568,0.3693,20.0,40.0,65.0,65.0,60.0,0.0386,0.627,0.4286,0.8976,1.2968,0.5938,0.4324,False,True,False,True,False,0.4324
P14,desk,14,v1,Study,15,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,16:52:50,42,71.6,23.2,49.5,3,0.0,28.61,57.3,50.0,61.7,0.1657,0.0081,0.5003,0.9359,0.614,0.4347,0.9397,65.0,35.0,65.0,55.0,65.0,0.2154,0.0105,0.6504,1.2551,0.7982,0.5651,0.9457,False,False,True,True,False,0.9457
P14,desk,14,v1,Study,16,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,16:55:15,47,61.7,11.7,36.5,2,0.0,34.88,50.0,5.0,23.3,0.3972,0.1791,0.1307,0.2587,0.2413,0.5292,0.4819,0.0,10.0,0.0,70.0,0.0,0.5164,0.2328,0.1699,0.7811,0.3137,0.688,0.5337,False,False,False,False,True,0.5337
P14,desk,14,v1,Study,17,optimization,False,R1 215m Draycott Place,16:58:57,48,107.4,15.9,36.6,0,0.0,23.26,80.2,45.0,33.3,0.2424,0.2805,0.3581,0.2851,0.8037,0.4672,0.2502,35.0,55.0,30.0,45.0,25.0,0.3151,0.3647,0.4655,0.7996,1.0448,0.6074,0.3252,False,False,False,True,True,0.4
P14,desk,14,v1,Study,18,optimization,True,R2 165m Cliveden Place,17:01:48,25,55.4,22.8,41.2,0,0.0,29.21,74.1,25.0,71.7,0.4751,0.0,0.0819,0.1602,0.1236,0.7062,0.6635,20.0,30.0,70.0,85.0,60.0,0.6176,0.0,0.1065,0.7121,0.1607,0.9181,0.6971,True,False,False,False,True,0.6971
P14,desk,14,v1,Study,19,optimization,False,R3 283m Basil Street → Hans Road → Brompton Road,17:05:27,46,94.8,21.5,48.5,3,0.0,33.0,50.7,37.5,65.0,0.4741,0.6461,0.1011,0.305,0.0722,0.4026,0.7546,30.0,45.0,70.0,65.0,60.0,0.6163,0.8399,0.1314,0.8135,0.0939,0.5234,0.7791,True,True,False,False,False,0.7791
P14,desk,14,v1,Study,20,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,17:08:45,34,65.2,16.1,31.4,2,0.0,32.3,45.3,40.0,76.7,0.8788,0.0613,0.0794,0.3346,0.1815,0.6213,0.679,40.0,40.0,80.0,65.0,85.0,1.1424,0.0797,0.1032,0.8342,0.2359,0.8077,0.7111,True,False,False,False,True,0.7111
P14,desk,14,v1,Study,21,finaldesign,,R1 215m Draycott Place,17:10:40,26,115.5,28.8,45.4,1,0.0,30.58,76.4,30.0,68.3,0.471,0.071,0.125,0.212,0.396,0.683,0.473,25.0,35.0,65.0,80.0,60.0,0.6123,0.0923,0.1625,0.7484,0.5148,0.8879,0.5257,True,False,False,False,True,0.5257
